;negative;Trying to get S60 SDK working on Linux is quite a pain. Still struggling with that.
;negative;"Error handling in classic ASP is a complete pain. You can catch the error where you think it's going to occur using , then check for the error code in the following line of code. Alternately you can scan the server logs for 500 errors. or set up a ""500 error"" page in your IIS settings."
;neutral;@USER I was in the process of revising the answer, but see you've already answered it.
;positive;Excellent, happy to help! If you don't mind, can you accept my answer?
;negative;no i got errors saying undefined, the swf code loads the other pages such as back buttons etc. it very frustrating tearing my hair out!
;negative;You're right edited. Sad fact! :(
;positive;@USER thank you this tool is very great!
;positive;@USER No worries! Glad to have helped :)
;negative;@USER with `ImpredicativeTypes` you can make monadic binds polymorphic as well (though it requires a heck lot of extremely ugly type annotations).
;neutral;No buddy, You can't simply upgrade ZF1 to ZF2. In case you need you move to ZF2 be sure that ZF2 is not just an upper version of ZF1 but the whole Architecture is also changed.So, If you really need to move then 1. Firstly you will need to remove ZF1 library completely.2. Install ZF2 package.3. Now make changes in your code to work accordingly with ZF2 as most of the things will stop working once to move to ZF2.However, I would suggest don't migrate to ZF2 just for the sake of upgrading, migrate only if you dont have any other choice. As this is a very painful task.have a good luck.
